,name,user rating,Price,Sales Package,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Web Camera,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,NFC Support,HDD Capacity,Stylus Included,VGA Port,Security Chip
20,"realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Laptop  (14 inch, Blue, 1.37 kg, With MS Office)",4.3,"?64,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Book Prime,Blue,Thin and Light Laptop,"Entertainment, Performance, Processing & Multitasking",65W Type-C Adaptor,54Wh,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,LPDDR4X,Base 3.2 GHz Turbo Boost Upto 4.5 GHz,,8,Intel Integrated Iris Xe,,,Windows 11 Home,"1 x USB Gen 3.2 Thunderbolt 4, 1 x Type C USB 3.2 Gen 2 , 1 x Type A USB Gen 3.1 Gen 1",,No,35.56 cm (14 inch),2160 x 1440 Pixel,"Quad HD, 60 Hz Refresh Rate",,,,,Yes,307.21 x 228.96 x 15.55 mm,1.37 kg,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,Upto 12 hours,Intel i5-11320H,,4266 MHz,,,,,,,,,,,,No,,,,
21,"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/165 Hz) G15-5511 SE Gaming Laptop  (15.6 inch, Obsidian Black, 2.65 kg, With MS Office)",,"?1,03,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",G15,Obsidian Black,Gaming Laptop,Gaming,,6 Cell,Yes,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR4,Base Frequency 2.6 GHz Upto Max Turbo Frequency at 4.4 GHz,32,24 MB,NVIDIA GeForce RTX 3050 Ti,8,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Port, 2 x USB 2.0 Ports",1 x HDMI 2.0,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, WVA AG, 300 nits, 165Hz, 100% RGB(SE), Narrow Border",Yes,Yes,Nahimic 3D Audio,Intel Wi-Fi 6 2x2 (Gig+),v5.0,357 x 272 x 24.9 mm,2.65 kg,,English International Backlit Keyboard Orange,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD,Upto 10 Hours,,2,3200 MHz,Yes,,,,,M.2 SATA,,64 Bit,165 Hz,McAfee,1 x SD Card Slot,,,,,
22,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) G15-5515 Gaming Laptop  (15.6 inch, Grey, 2.57 kg, With MS Office)",4.5,"?69,490","Laptop, battery, adapter, cables and user manuals",,Grey,Gaming Laptop,Gaming,,3 cell,Yes,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,3.2 GHz upto max turbo frequency at 4.4 Ghz,,16,NVIDIA GeForce RTX 3050,8,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 port, 2 x USB 2.0 ports",1 x HDMI 2.0 port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD IPS Narrow 120Hz 250 nits 45%,Yes,Yes,Nahimic 3D Audio,Killer Wi-Fi 6 AX1650 (2x2),v5.0,357 x 272 x 26.9 mm,2.57 kg,No,English International Backlit Keyboard Orange,Yes,,1 Year Premium Support,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD,Upto 10 Hours,,2,,Yes,,,,,,,,120 Hz,,1x SD-card slot,,,,,
23,"Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-MB Laptop  (14.1 Inch, Matt Black)",4.4,"?21,990","Laptop, Power Adaptor, User Guide, Warranty Documents",SATUS,Matt Black,Laptop,Processing & Multitasking,,,No,,,Intel,Celeron Dual Core,,Yes,128 GB,4 GB,DDR4,,,,Intel Integrated UHD Graphics,,64 bit,Windows 11 Home,"1 x USB 2.0, 1 x USB 3.0",1 x Mini HDMI C Type,No,35.81 cm (14.1 Inch),1920 x 1080 Pixels,"FHD, IPS",Yes,Yes,,802.11a/b/g/n,v4.0,,,No,,No,,1 Year Onsite Warranty,Carry-in,Manufacturing Defects,Physical Damage,,2 MP,Upto 8 Hours,,,,,,,,,,,64,,,,,,,,
24,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM501WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",4.6,"?74,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Vivobook S14 OLED (2022) Intel EVO,Neutral Grey,Thin and Light Laptop,Processing & Multitasking,90W AC Adapter,3,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,4.5,,18,Intel Integrated Iris Xe Graphics,8,64 bit,Windows 11 Home,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery",1x HDMI 2.0b,No,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",Built in speaker,Built in array microphone,,Wi-Fi 6E(802.11ax),v5.2,316.4 x 224.5 x 18.9 mm,1.50 Kg,Yes,Backlit Chiclet Keyboard,Yes,"70WHrs, 3S1P, Li-ion Battery",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720p HD camera, with privacy shutter",,,1,,,,,,,NVMe PCIe,,64,,,,,,,,
25,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM702WS Thin and Light Laptop  (14 inch, Indie Black, 1.50 kg, With MS Office)",,"?94,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Vivobook S14 OLED (2022) Intel EVO,Indie Black,Thin and Light Laptop,Processing & Multitasking,90 W AC Adapter,3 Cell,Yes,,,Intel,Core i7,12th Gen,Yes,512 GB,16 GB,DDR4,Base Frequency 3.0 GHz Max Turbo Frequency at 4.7 GHz,,24 MB,Intel Integrated Iris Xe,6,,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 2 x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 2.0b,No,35.56 cm (14 inch),2880 x 1800 Pixels,"OLED, Anti-glare Display, Screen-to-Body Ratio: 85%, 16:9 Aspect Ratio, 90 Hz Refresh Rate, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1",Built-in speaker,Built-in array microphone,Smart Amp Technology,Wi-Fi 6E (802.11ax),v5.2,316.4 x 224.5 x 18.9,1.50 kg,Yes,Backlit Chiclet Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD Camera with Privacy Shutter,,,,,,,,,,M.2 NVMe PCIe 4.0,,,,,,,,,,BIOS Booting User Password Protection
26,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM531WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)",,"?89,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Zenbook 14 OLED (2022) Intel EVO,Ponder Blue,Thin and Light Laptop,Processing & Multitasking,65W Type-C Adaptor,4 Cell,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,Base Frequency 1.7 GHz Max Turbo Frequency Upto 4.4 GHz,,12 MB,Intel Integrated Iris Xe,12,,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-A, 2x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 2.0b,No,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%",Built-in Speaker,Built-in Microphone,"Smart Amp Technology, Harman/kardon (Premium)",Wi-Fi 6E (802.11 ax),v5.2,313.6 x 220.6 x 16.9 mm,1.39 kg,Yes,Backlit Chiclet Keyboard,Yes,"75 W Hrs, 2S2P, 4-cell Li-ion, with Cortana and Alexa Voice Recognition Support",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD camera,,,,,,,,,,M.2 NVMe PCIe 4.0,,,,,1 x MicroSD Card Reader,,,,,"Fingerprint Sensor Integrated with Power Key, Trusted Platform Module (TPM)"
27,"ASUS Zenbook 14X (2022) Space edition Intel EVO Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN711WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",,"?1,34,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Zenbook 14X (2022) Space edition Intel EVO,Titanium,Thin and Light Laptop,Processing & Multitasking,100W Type-C Adapter,3 Cell,Yes,,,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,LPDDR5,Base Frequency 2.3 GHz Max Frequency Upto 4.7 GHz,,24 MB,Intel Integrated Iris Xe,12,,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-A, 2x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 2.0b,Yes,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, LED Backlit, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 550nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 92%",Built-in Speaker,Built-in Array Microphone,Harman/kardon (Premium),Wi-Fi 6E (802.11 ax),v5.2,311.2 x 221.1 x 15.9 mm,1.40 kg,Yes,Backlit Chiclet Keyboard,Yes,"63WHrs, 3S1P, 3-cell Li-ion, with Cortana and Alexa voice-recognition support",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD Camera with Privacy Shutter,,,,,,,,,,M.2 NVMe PCIe 4.0,,,,,1 x MicroSD Card Reader,,,,,"BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM), Trusted Platform Module (TPM) 2.0, Fingerprint sensor integrated with Power Key"
28,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM502WS Thin and Light Laptop  (14 Inch, Indie Black, 1.50 Kg, With MS Office)",4.6,"?74,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Vivobook S14 OLED (2022) Intel EVO,Indie Black,Thin and Light Laptop,Processing & Multitasking,90W AC Adapter,3,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,4.5,,18,Intel Integrated Iris Xe Graphics,8,64 bit,Windows 11 Home,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display, power delivery",1x HDMI 2.0b,No,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",Built in speaker,Built in array microphone,,Wi-Fi 6E(802.11ax),v5.2,316.4 x 224.5 x 18.9 mm,1.50 Kg,Yes,Backlit Chiclet Keyboard,Yes,"70WHrs, 3S1P, Li-ion Battery",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720p HD camera, With privacy shutter",,,1,,,,,,,NVMe PCIe,,64,,,,,,,,
29,"ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-KM731WS Thin and Light Laptop  (14 inch, Ponder Blue, 1.39 kg, With MS Office)",,"?1,04,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Zenbook 14 OLED (2022) Intel EVO,Ponder Blue,Thin and Light Laptop,Processing & Multitasking,65W Type-C Adaptor,4 Cell,Yes,,,Intel,Core i7,12th Gen,Yes,512 GB,16 GB,LPDDR5,Base Frequency 2.1 GHz Max Turbo Frequency Upto 4.7 GHz,,18 MB,Intel Integrated Iris Xe,12,,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-A, 2x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 2.0b,No,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 400nits Brightness, 600nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 90%",Built-in Speaker,Built-in Microphone,"Smart Amp Technology, Harman/kardon (Premium)",Wi-Fi 6E (802.11 ax),v5.2,313.6 x 220.6 x 16.9 mm,1.39 kg,Yes,Backlit Chiclet Keyboard,Yes,"75 W Hrs, 2S2P, 4-cell Li-ion, with Cortana and Alexa Voice Recognition Support",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD camera,,,,,,,,,,M.2 NVMe PCIe 4.0,,,,,1 x MicroSD Card Reader,,,,,"Fingerprint Sensor Integrated with Power Key, Trusted Platform Module (TPM)"
30,"ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-KM701WS Thin and Light Laptop  (14 Inch, Neutral Grey, 1.50 Kg, With MS Office)",,"?94,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",Vivobook S14 OLED (2022) Intel EVO,Neutral Grey,Thin and Light Laptop,Processing & Multitasking,90W AC Adapter,3,Yes,,,Intel,Core i7,12th Gen,Yes,512 GB,16 GB,DDR4,4.7,,24,Intel Integrated Iris Xe Graphics,8,64 bit,Windows 11 Home,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4 supports display / power delivery",1x HDMI 2.0b,No,35.56 cm (14 Inch),2880 x 1800 Pixels,"OLED, (Peak brightness 600 Nits, 100% DCI-P3 color gamut)",Built in speaker,Built in array microphone,,Wi-Fi 6E(802.11ax),v5.2,316.4 x 224.5 x 18.9 mm,1.50 Kg,Yes,Backlit Chiclet Keyboard,Yes,"70WHrs, 3S1P, Li-ion Battery",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720p HD camera, with privacy shutter",,,1,,,,,,,NVMe PCIe,,64,90 Hz,,,,,,,
31,"ASUS Zenbook 14X (2022) Space edition Intel EVO Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5401ZAS-KN521WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)",,"?1,14,990","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide",Zenbook 14X (2022) Space edition Intel EVO,Titanium,Thin and Light Laptop,Processing & Multitasking,100W Type-C Adapter,3 Cell,Yes,,,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,LPDDR5,Base Frequency 2.5 GHz Max Frequency Upto 4.5 GHz,,18 MB,Intel Integrated Iris Xe,12,,Windows 11 Home,"1 x USB 3.2 Gen 2 Type-A, 2x Thunderbolt 4 Supports Display / Power Delivery",1 x HDMI 2.0b,Yes,35.56 cm (14 inch),2880 x 1800 Pixel,"OLED, LED Backlit, Aspect Ratio: 16:10, 0.2ms Response Time, 90 Hz Refresh Rate, 550nits Peak Brightness, 100% DCI-P3 Color Gamut, Contrast Ratio: 1000000:1, Color Depth: 1.07 Billion, Glossy Display, 70% Less Harmful Blue Light, SGS Eye Care Display, Screen-to-Body Ratio: 92%",Built-in Speaker,Built-in Array Microphone,Harman/kardon (Premium),Wi-Fi 6E (802.11 ax),v5.2,311.2 x 221.1 x 15.9 mm,1.40 kg,Yes,Backlit Chiclet Keyboard,Yes,"63WHrs, 3S1P, 3-cell Li-ion, with Cortana and Alexa voice-recognition support",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p HD Camera with Privacy Shutter,,,,,,,,,,M.2 NVMe PCIe 4.0,,,,,1 x MicroSD Card Reader,,,,,"BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM), Trusted Platform Module (TPM) 2.0, Fingerprint sensor integrated with Power Key"
32,"DELL Vostro 3405 Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 inch, Dune, 1.59 kg, With MS Office)",,"?42,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Vostro 3405,Dune,Thin and Light Laptop,Processing & Multitasking,,3 cell,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,256 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.5 GHz,Upto 16 GB,6 MB,AMD Radeon Vega 8,4,64 bit,Windows 11 Home,"2 x USB 3.2 (1st Gen), 1 x USB 2.0",1 x HDMI Port (v1.4),No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare Display,Built-in Speakers,Built-in Microphone,Waves Maxx Audio Pro,IEEE 802.11ac,v4.1,329 x 240 x 20 mm,1.59 kg,No,English International Non Backlit Keyboard,No,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD Webcam,Upto 10 Hours,,2 Slots,2400 MHz,Yes,,,,,M.2 SATA,,64 bit,,McAfee Multi Device Security 15 Months Subscription,"3-in-1 Card Reader (SD, SDHC, SDXC)",,,,,
33,"ASUS Ryzen 7 Hexa Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 rts) FA506IC-HN005T Gaming Laptop  (15.6 inch, Graphite Black)",,"?80,500","Laptop, Manual",,Graphite Black,Gaming Laptop,Gaming,,,No,GDDR3,4 GB,AMD,Ryzen 7 Hexa Core,10th Gen,Yes,512 GB,8 GB,DDR4,,,,NVIDIA GeForce RTX 3050 rts,,,Windows 10 Home,,,No,39.62 cm (15.6 inch),1080 x 1920$$Pixels pixel,,,,,,yes,,,,,,,1 Year Warranty,On Site,Manufacturer Defect,"Burn, Damage",,,3 Hours,,,,,,,,,,,,,,,,,,,
34,"ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060-6GB) FA506QM-HN124W Gaming Laptop  (16.6 inch, Graphite Black)",,"?1,06,990","Laptop, Manual, Adaptor",,Graphite Black,Gaming Laptop,Gaming,,,No,GDDR5,6 GB,AMD,Ryzen 9 Octa Core,10th Gen,Yes,512 GB,16 GB,DDR4,,,,NVIDIA GeForce RTX RTX3060-6GB,,,Windows 11 Home,,,No,42.16 cm (16.6 inch),1080-1920 pixel,,,,,,YES,,,,,,,1 Year International Warranty,On site,Manufacturer defect,"Damage, Burn",,,3 Hours,,,,,,,,,,,,,,,,,,,
35,"ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)",,"?43,430","Laptop, Manual, Adaptor",,Transparent Silver,Thin and Light Laptop,"Everyday Use, Performance, Processing & Multitasking",,,Yes,,,Intel,Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,,,,Intel Integrated intel,,,Windows 11 Home,,,No,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,YES,,,,,,,1 Year Warranty,On Site,Manufacturer Defect,"Damage, Burn",,,3 Hours,,,,,,,,,,,,,,,,,,,
36,"ASUS Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L501TS Laptop  (15.6 inch, Hearty Gold, With MS Office)",,"?65,990","Laptop, Power Adaptor, User Guide, Warranty Documents",,Hearty Gold,Laptop,Everyday Use,,,Yes,DDR4,,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,,,,Intel Integrated Intel HD Graphics,,,Windows 10 Home,,,No,39.62 cm (15.6 inch),720x1080 FHD OLED pixel,,,,,,YES,,,,,,,1 Year Onsite Warranty,on site,Manufacturing Defects,Physical Damage,,,5HR TO 6 HR,,,,,,,,,,,,,,,,1 TB,,,
37,"ASUS Ryzen 7 Quad Core 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX GTX 1650 4GB Graphics) G713IH-HX020T Gaming Laptop  (17.3 inch, Gray)",,"?82,449","Laptop-, Manual, Adaptor",,Gray,Gaming Laptop,Gaming,,,No,GDDR5,4 GB,AMD,Ryzen 7 Quad Core,10th Gen,Yes,512 GB,8 GB,DDR4,,,,NVIDIA GeForce GTX GTX 1650 4GB Graphics,,,Windows 10 Home,,,No,43.94 cm (17.3 inch),1920*1080 pixel,,,,,,YES,,,,,,,1 Year Warranty,On site,Manufacturer Defect,"Damage, Burn",,,3 Hours,,,,,,,,,,,,,,,,,,,
38,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)",,"?60,990","Laptop, Power Adaptor, User Guide, Warranty Documents",,Indie Black,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",,8,Intel Integrated Iris Xe,4,64 bit,Windows 11 Home,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4 port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD 16:9 aspect ratio, LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in Microphone,,Wi-Fi 6(802.11ax),v5.0,324.0 x 215.0 x 17.9 mm,1.40 kg,Yes,Backlit Chiclet Keyboard,Yes,42 Whrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,720p HD camera,,,,,,,,,,,,,,,1 x Micro SD card reader,,,,,
39,"ASUS VivoBook 15 (2021) Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ521WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",5,"?47,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook 15 (2021),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,45 W AC Adapter,2 cell,Yes,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,1.0 GHz upto max turbo frequency at 3.6 GHz,,6,Intel Integrated UHD,4,64 bit,Windows 11 Home,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit, IPS-level Panel, 250nits, 45% NTSC color gamut, Anti-glare display",Built-in Speaker,Built-in microphone,SonicMaster Audio by ICEpower,Wi-Fi 5(802.11ac),v4.1,360.2 x 234.9 x 19.9 mm,1.80 kg,Yes,Chiclet Keyboard with Num-key,No,37 WHrs Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,VGA camera,,,,,,,,,,,,,,,,,,,,
40,"DELL G15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G15-5521 SE Gaming Laptop  (15.6 Inch, Obsidian Black, 2.57 kg, With MS Office)",,"?1,38,990","Laptop, battery, adapter, cables and user manuals",G15,Obsidian Black,Gaming Laptop,Gaming,,6 Cell,Yes,GDDR6,6 GB,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR5,3.5 GHz upto max turbo frequency at 4.7 Ghz,32,24,NVIDIA GeForce RTX 3060,14,64 bit,Windows 11 Home,"3 x SuperSpeed USB 3.2 Gen 1 Type-A, 1 x Thunderbolt 4/USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,39.62 cm (15.6 Inch),2560 x1440 Pixel,QHD WVA AG 240 Hz 400 nits Gsync Discrete LBL Narrow Border,Yes,Yes,Nahimic 3D Audio,Killer Wi-Fi 6 AX1650 (2x2),v5.2,357 x 272 x 26.9 mm,2.57 kg,No,4 Zone Backlit Keyboard RGB,Yes,86 WHr,1 Year Premium Support,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD,Upto 10 Hours,,,4800 Mhz,Yes,,,,,M.2 Gen 4,,,,,,,,,,
41,"DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5520 Gaming Laptop  (15.6 Inch, Dark Shadow Grey, 2.57 kg, With MS Office)",,"?87,990","Laptop, battery, adapter, cables and user manuals",G15,Dark Shadow Grey,Gaming Laptop,Gaming,,3 Cell,Yes,GDDR6,4 GB,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR5,3.3 GHz upto max turbo frequency at 4.5 Ghz,32,18,NVIDIA GeForce RTX 3050,12,64 bit,Windows 11 Home,"3 x USB 3.2 Gen 1 Type-A, 1 x USB-C Display Port Alt-Mode",1 x HDMI 2.1 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Yes,Yes,Nahimic 3D Audio,Intel Wi-Fi 6 AX201 (2x2),v5.1,357 x 272 x 26.9 mm,2.57 kg,No,4 Zone Backlit Keyboard RGB,Yes,56 WHr,1 Year Premium Support,Onsite,Manufacturing Defects,Accidental Damage,1 Year,HD,Upto 10 Hours,,,4800 Mhz,Yes,,,,,M.2 Gen 4,,,,,,,,,,
