,name,user rating,Price,Sales Package,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Web Camera,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,NFC Support,HDD Capacity,Stylus Included,VGA Port,Security Chip
943,"Lenovo Ideapad Slim 3i Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IIL05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.85 kg, With MS Office)",4.2,"?50,001","Laptop, Power Adaptor, User Guide, Warranty Documents",Ideapad Slim 3i,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,,Yes,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,1 GHz with Turbo Boost Upto 3.6 GHz,Upto 12 GB,6 MB,Intel Integrated UHD,4,64 bit,Windows 11 Home,"1 x USB 2.0, 2 x USB 3.2 (1st Gen)",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (250 nits Brightness, 16:9 Aspect Ratio)",Built-in Dual Speakers,Integrated Dual Array Microphone,2 x 1.5 W Stereo Speakers with Dolby Audio,IEEE 802.11ac (2x2),v5.0,362.2 x 253.4 x 19.9 mm,1.85 kg,Yes,English Non Backlit Keyboard,No,45 WHr Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",Upto 5 hours,Intel SoC,,2666 MHz,,,,,,NVMe SSD,,64 bit,,,"4-in-1 Media Reader (MMC, SD, SDHC, SDXC)",,,,,TPM 2.0
944,"acer Aspire 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) A315-57G Laptop  (15.6 inch, Charcoal Black, 1.9 kg)",3.2,"?45,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Aspire 3,Charcoal Black,Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,No,GDDR5,2 GB,Intel,Core i5,10th Gen,No,,8 GB,DDR4,1 GHz with Turbo Boost Upto 3.6 GHz,Upto 20 GB,6 MB,NVIDIA GeForce GTX MX330,4,64 bit,Windows 10 Home,"2 x USB 3.2, 1 x USB 2.0",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit ComfyView TFT Display (16:9 Aspect Ratio),Built-in Dual Speakers,Built-in Digital Microphone,Stereo Speakers,Intel Wireless-AC 9461,v4.2,363.4 x 250.5 x 19.95 mm,1.9 kg,No,FineTip Keyboard with Independent Standard Numeric Keypad (International Language Support),,3220 mAh Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,0.3 Megapixel Webcam,Upto 8 hours,,,,Yes,,,,,SATA,,64 bit,,,,,1 TB,,,TPM
945,"ASUS VivoBook Ultra 14 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X413EA-EK302TS Thin and Light Laptop  (14 inch, Bespoke Black, 1.40 kg, With MS Office)",4.3,"?41,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook Ultra 14,Bespoke Black,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,4.10 GHz Max Turbo Frequency,,6 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (220 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut)",Built-in Speakers,Built-in Microphone,"Audio by ICEpower, Harman/Kardon Speakers","IEEE 802.11ax (2x2), (Intel Wi-Fi 6)",v5.0,324 x 215 x 19.1 mm,1.40 kg,Yes,Backlit Chiclet Keyboard,Yes,"42 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720P HD Webcam (without Privacy Shutter, Fixed Focus)",,,,,No,,,,,,,64 bit,,,Micro SD Card Reader,,,,,TPM
946,"ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EK511TS Thin and Light Laptop  (14 inch, Cobalt Blue, 1.40 kg, With MS Office)",4.4,"?59,990","Laptop, Power Adaptor, User Guide, Warranty Documents",VivoBook Ultra 14,Cobalt Blue,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,3 cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,4.20 GHz Max Turbo Frequency,,8 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,"1 x USB 3.2 (1st Gen) Type A, 1 x USB 3.2 (1st Gen) Type C, 2 x USB 2.0 Type A",1 x HDMI Port (v1.4),No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (220 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut)",Built-in Speakers,Built-in Microphone,"Audio by ICEpower, Harman/Kardon Speakers","IEEE 802.11ax (2x2), (Intel Wi-Fi 6)",v5.0,324 x 215 x 19.1 mm,1.40 kg,Yes,Backlit Chiclet Keyboard,Yes,"42 WHr Li-ion Battery, BIOS Booting User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"720P HD Webcam (without Privacy Shutter, Fixed Focus)",,,,,No,,,,,,,64 bit,,,Micro SD Card Reader,,,,,TPM
947,"Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN027P Thin and Light Laptop  (15.6 inch, Silver, 1.77 kg, With MS Office)",3.7,"?57,990","Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",E Series,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,AMD,Ryzen 7 Quad Core,,Yes,512 GB,8 GB,DDR4,2.3 GHz with Turbo Boost Upto 4 GHz,,6 MB,AMD Radeon RX Vega 10,4,64 bit,Windows 10 Home,"2 x USB 3.0, 1 x USB 3.1 Type C (PD 3.0 Charging, Display Out)",1 x Micro HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Dual Speakers,Built-in Microphones,2 x 1 W Stereo Speakers,IEEE 802.11 ac/b/g/n,v4.2,358.7 x 239.2 x 19.9 mm,1.77 kg,No,Standard English Backlit Keyboard,Yes,Li-ion Battery,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,1 MP Webcam,Upto 8 hours,,,,,,,Yes,,,,64 bit,,,Micro SD Card Reader,,,,,
948,"APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYDC2HN/A  (13.3 inch, Silver, 1.4 kg)",4.6,"?1,27,990","MacBook Pro, 61 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,61 W AC Adapter,,No,,,Apple,M1,,Yes,512 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Studio Quality Three-mic Array with Directional Beamforming,"Stereo Speakers with High Dynamic Range, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 15.6 mm,1.4 kg,,Backlit Magic Keyboard,,58.2 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 17 hours,,,,,,,,,,,,,,,,,,,
949,"APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A  (13.3 inch, Space Grey, 1.4 kg)",4.7,"?1,07,990","MacBook Pro, 61 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Pro,Space Grey,Thin and Light Laptop,Processing & Multitasking,61 W AC Adapter,,No,,,Apple,M1,,Yes,256 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Studio Quality Three-mic Array with Directional Beamforming,"Stereo Speakers with High Dynamic Range, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 15.6 mm,1.4 kg,,Backlit Magic Keyboard,,58.2 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 17 hours,,,,,,,,,,,,,,,,,,,
950,"Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN006P Thin and Light Laptop  (15.6 inch, Black, 1.77 kg, With MS Office)",4.1,"?49,590","Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",E Series,Black,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.7 GHz,,6 MB,AMD Radeon Vega 8,4,64 bit,Windows 10 Home,"2 x USB 3.0, 1 x USB 3.1 Type C (PD 3.0 Charging, Display Out)",1 x Micro HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Dual Speakers,Built-in Microphones,2 x 1 W Stereo Speakers,IEEE 802.11 ac/b/g/n,v4.2,358.7 x 239.2 x 19.9 mm,1.77 kg,No,Standard English Backlit Keyboard,Yes,Li-ion Battery,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,1 MP Webcam,Upto 8 hours,,,,,,,Yes,,,,64 bit,,,Micro SD Card Reader,,,,,
951,"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGN63HN/A  (13.3 inch, Space Grey, 1.29 kg)",4.7,"?87,990","MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,30 W AC Adapter,,No,,,Apple,M1,,Yes,256 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,,Backlit Magic Keyboard,,49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 15 Hours,,,,,,,,,,,,,,,,,,,
952,"Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light Laptop  (15.6 inch, Black, 1.77 kg, With MS Office)",3.7,"?56,990","Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",E Series,Black,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,AMD,Ryzen 7 Quad Core,,Yes,512 GB,8 GB,DDR4,2.3 GHz with Turbo Boost Upto 4 GHz,,6 MB,AMD Radeon RX Vega 10,4,64 bit,Windows 10 Home,"2 x USB 3.0, 1 x USB 3.1 Type C (PD 3.0 Charging, Display Out)",1 x Micro HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Dual Speakers,Built-in Microphones,2 x 1 W Stereo Speakers,IEEE 802.11 ac/b/g/n,v4.2,358.7 x 239.2 x 19.9 mm,1.77 kg,No,Standard English Backlit Keyboard,Yes,Li-ion Battery,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,1 MP Webcam,Upto 8 hours,,,,,,,Yes,,,,64 bit,,,Micro SD Card Reader,,,,,
953,"Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN007P Thin and Light Laptop  (15.6 inch, Silver, 1.77 kg, With MS Office)",4.1,"?50,990","Laptop, Power Adaptor, Laptop Bag, User Guide, Warranty Documents",E Series,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.7 GHz,,6 MB,AMD Radeon Vega 8,4,64 bit,Windows 10 Home,"2 x USB 3.0, 1 x USB 3.1 Type C (PD 3.0 Charging, Display Out)",1 x Micro HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit IPS Display,Built-in Dual Speakers,Built-in Microphones,2 x 1 W Stereo Speakers,IEEE 802.11 ac/b/g/n,v4.2,358.7 x 239.2 x 19.9 mm,1.77 kg,No,Standard English Backlit Keyboard,Yes,Li-ion Battery,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,1 MP Webcam,Upto 8 hours,,,,,,,Yes,,,,64 bit,,,Micro SD Card Reader,,,,,
954,"APPLE 2020 Macbook Air M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MGND3HN/A  (13.3 inch, Gold, 1.29 kg)",4.7,"?87,990","MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Air,Gold,Thin and Light Laptop,Processing & Multitasking,30 W AC Adapter,,No,,,Apple,M1,,Yes,256 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,,Backlit Magic Keyboard,,49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 15 Hours,,,,,,,,,,,,,,,,,,,
955,"APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYDA2HN/A  (13.3 inch, Silver, 1.4 kg)",4.7,"?1,07,990","MacBook Pro, 61 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Pro,Silver,Thin and Light Laptop,Processing & Multitasking,61 W AC Adapter,,No,,,Apple,M1,,Yes,256 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Studio Quality Three-mic Array with Directional Beamforming,"Stereo Speakers with High Dynamic Range, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 15.6 mm,1.4 kg,,Backlit Magic Keyboard,,58.2 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 17 hours,,,,,,,,,,,,,,,,,,,
956,"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGN73HN/A  (13.3 inch, Space Grey, 1.29 kg)",4.7,"?1,04,990","MacBook Air, 30 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Air,Space Grey,Thin and Light Laptop,Processing & Multitasking,30 W AC Adapter,,No,,,Apple,M1,,Yes,512 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 400 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Three-mic Array with Directional Beamforming,"Stereo Speakers, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 10.9 mm,1.29 kg,,Backlit Magic Keyboard,,49.9 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 15 Hours,,,,,,,,,,,,,,,,,,,
957,"APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A  (13.3 inch, Space Grey, 1.4 kg)",4.6,"?1,27,990","MacBook Pro, 61 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",2020 Macbook Pro,Space Grey,Thin and Light Laptop,Processing & Multitasking,61 W AC Adapter,,No,,,Apple,M1,,Yes,512 GB,8 GB,DDR4,,Upto 16 GB,,NA,8,,Mac OS Big Sur,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Studio Quality Three-mic Array with Directional Beamforming,"Stereo Speakers with High Dynamic Range, Wide Stereo Sound, Support for Dolby Atmos Playback",IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 15.6 mm,1.4 kg,,Backlit Magic Keyboard,,58.2 WHr Li-polymer Battery,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,720p FaceTime HD Webcam,Upto 17 hours,,,,,,,,,,,,,,,,,,,
958,"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light Laptop  (14 inch, Graphite Grey, 1.39 kg, With MS Office)",4.4,"?54,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Ideapad Slim 5,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,,Yes,,,AMD,Ryzen 7 Octa Core,,Yes,512 GB,8 GB,DDR4,2.0 GHz with Turbo Boost Upto 4.1 GHz,,12 MB,AMD Radeon,8,64 bit,Windows 10 Home,"2 x USB 3.2 (1st Gen) (One Always on), 1 x USB 3.2 Type C (1st Gen) (with the Function of PD 3.0 and DP 1.2)",1 x HDMI Port (v1.4b),No,35.56 cm (14 inch),1920 x 1080 pixel,"Full HD LED Backlit Anti-glare TN Display (300 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut)",Built-in Dual Speakers,Built-in Dual Array Microphone,2 x 2 W Stereo Speakers with Dolby Atoms,IEEE 802.11ax (2x2),v5.1,321.57 x 211.59 x 17.9 mm,1.39 kg,Yes,English Backlit Keyboard,Yes,56.5 WHr Li-ion Battery,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",Upto 12 hours,AMD SoC,,3200 MHz,,,,,,,,64 bit,,,"4-in-1 Media Reader (MMC, SD, SDHC, SDXC)",,,,,TPM 2.0
959,"acer Aspire 7 Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-41G-R7YZ Gaming Laptop  (15.6 inch, Charcoal Black, 2.15 kg)",4.5,"?51,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Aspire 7,Charcoal Black,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,3 cell,No,GDDR6,4 GB,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.7 GHz,Upto 32 GB,6 MB,NVIDIA GeForce GTX 1650 Ti,4,64 bit,Windows 10 Home,"1 x USB Type C, 2 x USB 3.2 (1st Gen), 1 x USB 2.0",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio),Built-in Dual Speakers,Built-in Dual Microphones,Stereo Speakers,Intel Wireless Wi-Fi 6 AX200,v5.0,363.4 x 254.5 x 23.25 mm,2.15 kg,No,FineTip Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,48 WHr Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,720P HD Webcam,Upto 7 hours,,2 Slots,,Yes,,,,,,,64 bit,,,,,,,,
960,"acer Aspire 7 Ryzen 5 Quad Core 3550H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-41G-R7YZ Gaming Laptop  (15.6 inch, Charcoal Black, 2.15 kg)",4.5,"?51,990","Laptop, Power Adaptor, User Guide, Warranty Documents",Aspire 7,Charcoal Black,Gaming Laptop,"Processing & Multitasking, Gaming",135 W AC Adapter,3 cell,No,GDDR6,4 GB,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,2.1 GHz with Turbo Boost Upto 3.7 GHz,Upto 32 GB,6 MB,NVIDIA GeForce GTX 1650 Ti,4,64 bit,Windows 10 Home,"1 x USB Type C, 2 x USB 3.2 (1st Gen), 1 x USB 2.0",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD LED Backlit ComfyView IPS Display (16:9 Aspect Ratio),Built-in Dual Speakers,Built-in Dual Microphones,Stereo Speakers,Intel Wireless Wi-Fi 6 AX200,v5.0,363.4 x 254.5 x 23.25 mm,2.15 kg,No,FineTip Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),Yes,48 WHr Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,720P HD Webcam,Upto 7 hours,,2 Slots,,Yes,,,,,,,64 bit,,,,,,,,
961,"acer Swift 5 Core i7 11th Gen Intel EVO - (16 GB/1 TB SSD/Windows 10 Home) SF514-55TA-72VG Thin and Light Laptop  (14 inch, Mist Green, 1.05 kg)",4.3,"?93,190","Laptop, Power Adaptor, User Guide, Warranty Documents",Swift 5,Mist Green,Thin and Light Laptop,Processing & Multitasking,65 W AC Adapter,4 cell,No,,,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,LPDDR4X,4.70 GHz Max Turbo Frequency,,12 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,"2 x USB 3.2 ((1st Gen) One Port with Power-off Charging), 1 x USB Type C/Thunderbolt 4",1 x HDMI Port,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit ComfyView IPS Touch Display (340 nits Brightness, 100% sRGB Color Gamut, 16:9 Aspect Ratio)",Built-in Dual Speakers,Built-in Dual Microphones,"Stereo Speakers, Acer Purified Voice Technology, Acer TrueHarmony Technology, Compatible with Cortana with Voice",Intel Wireless Wi-Fi 6 AX201,v5.0,318.9 x 206.98 x 14.95 mm,1.05 kg,Yes,FineTip Backlit Keyboard with International Language Support,Yes,56 WHr Li-ion Battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,720P HD Webcam,Upto 15 hours,,,,,,,,,,,64 bit,,,,,,,,
962,"Lenovo Yoga C640 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) C640-13IML 2 in 1 Laptop  (13.6 inch, Iron Grey, 1.35 kg, With MS Office)",4.3,"?65,990","2 in 1 Laptop, Power Adaptor, 1 Stylus, User Guide, Warranty Documents",Yoga C640,Iron Grey,2 in 1 Laptop,Processing & Multitasking,45 W AC Adapter,4 cell,Yes,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,1.6 GHz with Turbo Boost Upto 4.2 GHz,Upto 16 GB,6 MB,Intel Integrated UHD,4,64 bit,Windows 10 Home,"2 x USB 3.1, 1 x USB 3.1 Type C",1 x HDMI Port,Yes,34.54 cm (13.6 inch),1920 x 1080$$pixels pixel,Full HD LED Backlit Anti-glare IPS Display (300 nits Brightness),Built-in Dual Speakers,Built-in Microphone,2 x 2 W Stereo Speakers with Dolby Audio,IEEE 802.11ac,v5.0,306 x 204.48 x 16.95 mm,1.35 kg,Yes,English Backlit Keyboard,,Li-ion Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,HD 720P Webcam,Upto 10 Hours,,2 Slots,2400 MHz,,,,No,,,,64 bit,,,"4-in-1 Card Reader (SD, SDHC, SDXC, MMC)",,,,,TPM 2.0
